pair_id	premise	hypothesis	annotation_1	comment_1	annotator1_id	annotation_2	comment_2	annotator2_id	annotation_3	comment_3	annotator3_id	annotation_FINAL	label
P1806	Škoda, da je tako dolgo trajalo, preden sem to spoznal.“	V tem pretežno dolgem obdobju sem spoznaval raznorazne reči.	N		annotator_F	N		annotator_G				N	neutral
P1807	> Vitamin B6 uravnava presnovo maščob ter sodeluje pri razgradnji in nastajanju beljakovin.	Potrebe po vitaminu B6 so povečane med nosečnostjo in dojenjem, ter med nekaterimi bolezenskimi stanji.	N		annotator_G	N	Hipoteza vključuje nove informacije, ki jih iz predpostavke ne moremo razbrati.	annotator_A				N	neutral
P1808	> Vitamin B6 uravnava presnovo maščob ter sodeluje pri razgradnji in nastajanju beljakovin.	Za urejanje nastanka maščob in za urejanje beljakovin je najbolj primeren vitamin B6.	E		annotator_G	E		annotator_B				E	entailment
P1809	Rada se druži s prijatelji, pleše, poje ter surfa po internetu.	Druženje s prijatelji, ples, petje in brskanje po internetu je ne zanimajo.	C		annotator_B	C		annotator_A				C	contradiction
P1810	Rada se druži s prijatelji, pleše, poje ter surfa po internetu.	V prostem času počne veliko različnih stvari.	N		annotator_B	N		annotator_C				N	neutral
P1811	Rada se druži s prijatelji, pleše, poje ter surfa po internetu.	Je zelo družabna, saj jo veselijo druženje s prijatelji, ples, petje, pa tudi brskanje po spletu.	E		annotator_B	E		annotator_D				E	entailment
P1812	Bruselj - Evropska komisija je na seznam zaščitenih proizvodov v Evropski uniji dodala tudi prleško tünko.	Zdaj, ko bo prleška tünka postala zaščitena, jo bomo Slovenci začeli bolj ceniti in bolje ščititi druge slovenski jedi.	N		annotator_G	N		annotator_A				N	neutral
P1813	Bruselj - Evropska komisija je na seznam zaščitenih proizvodov v Evropski uniji dodala tudi prleško tünko.	Zaščiten slovenski proizvod v Evropski uniji je sodeč po Evropski komisiji postala tudi prleška tünka.	E		annotator_G	E		annotator_A				E	entailment
P1814	Bruselj - Evropska komisija je na seznam zaščitenih proizvodov v Evropski uniji dodala tudi prleško tünko.	Prleška tünka ni nič posebnega, skoraj nihče izven Prlekije ne ve, kaj ta jed je, kako se pripravlja in kakšnega okusa je.	C		annotator_G	C	ali n	annotator_D				C	contradiction
P1815	Arheologi so izkopali temelje stolpa in obzidja, pomožnih stavb, cisterne in ognjišča.	Arheologi so pričakovali, da bodo na tem mestu uspeli izkopati več ostankov stavb, stolpa, obzidja in drugih objektov.	N		annotator_E	N		annotator_C				N	neutral
P1816	Arheologi so izkopali temelje stolpa in obzidja, pomožnih stavb, cisterne in ognjišča.	Po večmesečnem izkopavanju so starinoslovci obupali, ker na tem mestu niso odkrili ničesar.	C		annotator_E	C		annotator_C				C	contradiction
P1817	Arheologi so izkopali temelje stolpa in obzidja, pomožnih stavb, cisterne in ognjišča.	Strokovnjaki za arheologijo so odkrili osnove templja, obzidja ter ostalih stvab, našli so celo ostanke cisterne ter ognjišča.	E		annotator_E	E	osnove templja?	annotator_G				E	entailment
P1818	Malo je trčen in len, drugače pa je okej.	Včasih je nedelaven in malo čuden, ampak na sploh je pa v redu.	E		annotator_B	E		annotator_A				E	entailment
P1819	Malo je trčen in len, drugače pa je okej.	Najboljše pri njem je, da je zelo zagnan in moder.	C		annotator_B	C		annotator_C				C	contradiction
P1820	Malo je trčen in len, drugače pa je okej.	Kljub svoji neumnosti in lenobi je še vedno v redu oseba, s katero se rad družim.	N		annotator_B	E		annotator_A	N		annotator_C	N	neutral
P1821	»Me res sprašuješ, zakaj bi jo moral poljubiti?«	“Mar res ne veš, zakaj bi se spodobilo poljubiti svojo simpatijo?“	N		annotator_C	N		annotator_A				N	neutral
P1822	»Me res sprašuješ, zakaj bi jo moral poljubiti?«	“Ali mi resnično postavljaš vprašanje, čemu bi jo bilo dobro poljubiti?“	E		annotator_C	E		annotator_G				E	entailment
P1823	»Me res sprašuješ, zakaj bi jo moral poljubiti?«	Ni bil presenečen, da mora odgovoriti na vprašanje, zakaj naj ji da poljub.	C		annotator_C	C		annotator_I				C	contradiction
P1824	Potencialni prijavitelji predlogov projektov se lahko za pomoč obrnejo tudi na nacionalno kontaktno osebo na spodnjem naslovu.	Telefonska pomoč za potencialne prijavitelje predispozicij projektov zaenkrat še ni urejena, zato se bodo morali ti znajti sami.	C		annotator_D	C		annotator_B				C	contradiction
P1825	Potencialni prijavitelji predlogov projektov se lahko za pomoč obrnejo tudi na nacionalno kontaktno osebo na spodnjem naslovu.	Kdor želi prijaviti svoj projekt in ima kakšno vprašanje o tem, lahko pokliče na kontaktni telefon, naveden spodaj.	E		annotator_D	E		annotator_G				E	entailment
P1826	Potencialni prijavitelji predlogov projektov se lahko za pomoč obrnejo tudi na nacionalno kontaktno osebo na spodnjem naslovu.	Na voljo je tudi sicer precej zasedena telefonska linija za tiste, ki želijo prijaviti svoj predlog projekta, pa imajo pri tem kakšna vprašanja.	N		annotator_D	N		annotator_G				N	neutral
P1827	»O tem pa jaz ne bi rada govorila.«	Ne bi se želela pogovarjati o zadevi.	E		annotator_C	E		annotator_A				E	entailment
P1828	»O tem pa jaz ne bi rada govorila.«	Iz strahu pred nepoznavanjem tematike se izogiba pogovoru o njej.	N		annotator_C	N		annotator_B				N	neutral
P1829	»O tem pa jaz ne bi rada govorila.«	Navdušuje se nad morebitno udeležbo v pogovoru o tej temi.	C		annotator_C	C		annotator_D				C	contradiction
P1830	Občina Krško se v zadnjih letih lahko pohvali s skladnim in hitrim gospodarskim razvojem.	Kljub trudu, ki so ga v to področje vložili v Mestni občini Krško, je njihovo gospodarstvo še vedno na psu.	C		annotator_A	C		annotator_D				C	contradiction
P1831	Občina Krško se v zadnjih letih lahko pohvali s skladnim in hitrim gospodarskim razvojem.	V občini Krško so v preteklih nekaj letih zabeležili sorazmeren in hiter ekonomski napredek.	E		annotator_A	E		annotator_D				E	entailment
P1832	Občina Krško se v zadnjih letih lahko pohvali s skladnim in hitrim gospodarskim razvojem.	Med vsemi posavskimi občinami je Krško v zadnjem petletju v gospodarskem smislu najbolj napredovalo.	N		annotator_A	N		annotator_D				N	neutral
P1833	Če je ta čas krajši od izrečene kazni, lahko sodišče odredi, da mora obsojenec prestati ostanek kazni, ali da naj bo izpuščen na pogojni odpust.	Vrhovno sodišče lahko v določenih primerih odloča, ali bo obsojenec v zaporu preživel celoten čas kazni ali bo šel pod posebnimi pogoji na prostost.	N		annotator_D	E		annotator_G	N		annotator_C	N	neutral
P1834	Če je ta čas krajši od izrečene kazni, lahko sodišče odredi, da mora obsojenec prestati ostanek kazni, ali da naj bo izpuščen na pogojni odpust.	Obdolženec mora prestati v zaporu celotno predvideno kazen ali pa je izpuščen na pogojni odpust.	E		annotator_D	E		annotator_B				E	entailment
P1835	Če je ta čas krajši od izrečene kazni, lahko sodišče odredi, da mora obsojenec prestati ostanek kazni, ali da naj bo izpuščen na pogojni odpust.	Tudi če je čas krajši od kazni, ki jo mora zapornik prestati, sodišče ne odloča o preostanku kazni.	C		annotator_D	C		annotator_G				C	contradiction
P1836	Priporočljivo je, da opravimo pomlajevanje postopoma v dveh ali treh letih.	Pomlajevanje grmičevja je bolje izvajati postopoma, po nekaj poganjkov v dveh do treh letih.	E		annotator_G	N		annotator_D	N		annotator_C	N	neutral
P1837	Priporočljivo je, da opravimo pomlajevanje postopoma v dveh ali treh letih.	Po dveh do treh letih se na odrezanih vejah razvijejo poganjki.	N		annotator_G	N		annotator_B				N	neutral
P1838	Priporočljivo je, da opravimo pomlajevanje postopoma v dveh ali treh letih.	Večino pomlajevanja je treba izvesti čim prej, vsaj v roku enega leta.	C		annotator_G	C		annotator_B				C	contradiction
P1839	»In kdo naj bi bila ta izjemna osebnost?«	Spraševali so se, kdo neki je ta prominentna figura, o kateri zadnje čase govori cel svet.	N		annotator_F	E		annotator_D	N		annotator_C	N	neutral
P1840	»In kdo naj bi bila ta izjemna osebnost?«	Le kdo je ta ničvrednež?	C		annotator_F	C		annotator_A				C	contradiction
P1841	»In kdo naj bi bila ta izjemna osebnost?«	Koga se tako povzdiguje do neba?	E		annotator_F	E		annotator_D				E	entailment
P1842	Moj namen je samo v tem, da sem hotel opozoriti, da se mi zdi izredno pozitivno, da ZDA nameravajo pod Obamovo administracijo podpreti raziskave na teh najzahtevnejših področjih z državnim denarjem.	Zato ocenjujem da je odločitev Obame, da pomaga z državnim denarjem raziskavam na tem področju premih Amerike v pozitivni smeri.										E	entailment
P1843	Strah me je bilo pomisliti, kaj vse bi se lahko zgodilo.	Misel na morebitne drugačne razplete me je strašila.	E		annotator_F	E		annotator_B				E	entailment
P1844	Strah me je bilo pomisliti, kaj vse bi se lahko zgodilo.	Misli so begale med dejanskim dogajanjem in predstavam.	N		annotator_F	N	Nepopoln N	annotator_C				N	neutral
P1845	Strah me je bilo pomisliti, kaj vse bi se lahko zgodilo.	Razmišljal sem o vseh možnih pozitivnih izzidih.	C		annotator_F	C		annotator_D				C	contradiction
P1846	»Ste morda kdaj pomislili, da si tega mogoče niste želeli?«	“Ali ste kdaj pomislili, da bi bilo to lahko vaše poslanstvo?“	C		annotator_B	C		annotator_A				C	contradiction
P1847	»Ste morda kdaj pomislili, da si tega mogoče niste želeli?«	“Ste dobro premislili o svojem namenu?“	N		annotator_B	N		annotator_C				N	neutral
P1848	»Ste morda kdaj pomislili, da si tega mogoče niste želeli?«	“Ali ste premislili, če si tega v resnici sploh želite?“	E		annotator_B	E		annotator_G				E	entailment
P1849	Zaradi premočnega vetra so prireditelji tekmo prestavili na nedeljo, ko naj bi bili na sporedu dve tekmi, sobotna le z eno serijo.	Ker je pihal hud veter, bo tekma namesto v soboto v nedeljo, takrat bosta zdaj dve srečanji.	E		annotator_D	E		annotator_A				E	entailment
P1850	Zaradi premočnega vetra so prireditelji tekmo prestavili na nedeljo, ko naj bi bili na sporedu dve tekmi, sobotna le z eno serijo.	Odbojkarska tekma je bila prestavljena za en dan, saj je bil veter premočan, da bi lahko igrali.	N		annotator_D	N		annotator_A				N	neutral
P1851	Zaradi premočnega vetra so prireditelji tekmo prestavili na nedeljo, ko naj bi bili na sporedu dve tekmi, sobotna le z eno serijo.	Bilo je popolno brezvetrje, vse tekme so bile odigrane po predvidenem urniku in ni prišlo do nobenih prestavitev.	C		annotator_D	C		annotator_B				C	contradiction
P1852	Posodo pokrijemo in zelenjavo dušimo na močni vročini 8 minut oziroma tako dolgo, da se zmehča.	Mešanico zelenjave v posodi, ki je primerna za segrevanje, toplotno obdelujemo tako dolgo, da ni več surova.	N		annotator_F	E		annotator_B	N		annotator_C	N	neutral
P1853	Posodo pokrijemo in zelenjavo dušimo na močni vročini 8 minut oziroma tako dolgo, da se zmehča.	V posodi brez pokrovke pražimo zelenjavo na nizki temperaturi vsaj 8 minut, da ostane še trda.	C		annotator_F	C		annotator_C				C	contradiction
P1854	Posodo pokrijemo in zelenjavo dušimo na močni vročini 8 minut oziroma tako dolgo, da se zmehča.	Zelenjavo dušimo v pokriti posodi na visoki temperaturi sedmino ure, torej dokler ne postane mehka.	E		annotator_F	E		annotator_D				E	entailment
P1855	Izraz v njenih očeh bi ga prestrašil, če bi ga razumel.	Če bi iz njenih oči znal razbrati, kaj se dogaja, bi mu to vzelo ves pogum.	E		annotator_D	E		annotator_B				E	entailment
P1856	Izraz v njenih očeh bi ga prestrašil, če bi ga razumel.	Iz njenega pogleda je zlahka doumel, za kaj gre, a ga ni to prav nič preplašilo.	C		annotator_D	C		annotator_G				C	contradiction
P1857	Izraz v njenih očeh bi ga prestrašil, če bi ga razumel.	Če bi pravilno interpretiral strah v njenih očeh, bi se vznemiril tudi sam.	N		annotator_D	E		annotator_B	N		annotator_C	N	neutral
P1858	Loesje je razširjena po večini evropskih držav, pa tudi v svetu.	Loesje lahko najdemo v vseh evropskih državah razen v baltskih državah, pa tudi skoraj povsod drugod po svetu.	N		annotator_D	N		annotator_A				N	neutral
P1859	Loesje je razširjena po večini evropskih držav, pa tudi v svetu.	Najdemo jo lahko na skoraj vsem evropskem ozemlju, pa tudi širom po planetu.	E		annotator_D	E		annotator_C				E	entailment
P1860	Loesje je razširjena po večini evropskih držav, pa tudi v svetu.	Težko bi jo našli v kakšni državi znotraj Evrope, prav tako drugod na Zemlji.	C		annotator_D	C		annotator_G				C	contradiction
P1861	»Kaj posebnega se mi na cesti še ni zgodilo, niti prometne nesreče še nisem doživel.«	»Za zdaj se mi na poti ni pripetilo nič posebnega ali nenavadnega.«										E	entailment
P1862	Ne bi rad, da bi se komu kaj pripetilo.	Nikomur nočem nič žalega, kaj šele, da bi hotel koga poškodovati.	E		annotator_C	E		annotator_B				E	entailment
P1863	Ne bi rad, da bi se komu kaj pripetilo.	Na svoje varovance pazim s posebno pozornostjo.	N		annotator_C	N		annotator_B				N	neutral
P1864	Ne bi rad, da bi se komu kaj pripetilo.	Privoščim jim nesrečo.	C		annotator_C	C		annotator_G				C	contradiction
P1865	(ii) Teleološka svoboda Prva trditev, ki se poteguje za mesto temeljnega načela svobode, pravi, da bi morali stremeti k maksimiranju količine svobode v družbi.	(ii) Bogoslovna svoboda Prvo izmed desetih načel je tisto, ki se poteguje za čim večjo svobodo ljudi v današnji družbi.	N		annotator_D	E		annotator_G	E		annotator_C	E	entailment
P1866	(ii) Teleološka svoboda Prva trditev, ki se poteguje za mesto temeljnega načela svobode, pravi, da bi morali stremeti k maksimiranju količine svobode v družbi.	(ii) Bogoslovna prostost Prvi izrek, ki skuša biti tudi temeljno pravilo prostosti, se glasi: Morali bi si prizadevati, da bi bilo v družbi čim več svobode.	E		annotator_D	E		annotator_A				E	entailment
P1867	(ii) Teleološka svoboda Prva trditev, ki se poteguje za mesto temeljnega načela svobode, pravi, da bi morali stremeti k maksimiranju količine svobode v družbi.	(ii) Bogoslovna omejenost Zadnji izrek, ki nasprotuje svobodi, pravi: Nihče se ne bi smel zavestno in namerno truditi, da bi bila družba svobodnejša.	C		annotator_D	C		annotator_G				C	contradiction
P1868	»Tega mi Finlay ni omenil,« je dejal Jeremija.	Jeremija je povedal, da ga je Finlay seznanil s tem.	C		annotator_F	C		annotator_B				C	contradiction
P1869	»Tega mi Finlay ni omenil,« je dejal Jeremija.	Jeremije po njegovih besedah Finlay ni obvestil o tem.	E		annotator_F	E		annotator_C				E	entailment
P1870	»Tega mi Finlay ni omenil,« je dejal Jeremija.	Debata med Finlayem in Jeremijo je tekla o rezličnih temah.	N		annotator_F	N		annotator_C				N	neutral
P1871	Vodnik Najlepše vinske ceste opisuje najlepše evropske vinogradniške poti, izbrane na temelju njihove zgodovinske pomembnosti, kakovosti vin in kulturnih zanimivosti.	Ta vodnik vas bo popeljal po najlepših evropskih vinogradniških cestah (tudi slovenski), izbranih na podlagi njihove zgodovinske pomembnosti, kvaliteti vin in kulturnih znamenitosti.	E		annotator_G	E		annotator_C				E	entailment
P1872	Vodnik Najlepše vinske ceste opisuje najlepše evropske vinogradniške poti, izbrane na temelju njihove zgodovinske pomembnosti, kakovosti vin in kulturnih zanimivosti.	Sodeč po vodiču so najboljše vinogradniške ceste Evrope odvisne od drugih reči, še najmanj od vsega pa so odvisne od zgodovinske pomembnosti, kvalitete vin in kulturnih znamenitosti.	C		annotator_G	C		annotator_D				C	contradiction
P1873	Vodnik Najlepše vinske ceste opisuje najlepše evropske vinogradniške poti, izbrane na temelju njihove zgodovinske pomembnosti, kakovosti vin in kulturnih zanimivosti.	Na poteh po najlepših vinogradih osmih evropskih dežel, predstavljenih v knjigi Najlepše vinske ceste, so poleg vina predstavljene še kultura, pokrajina in narava.	N		annotator_G	N		annotator_D				N	neutral
P1874	Tekmovalne predstave ocenjuje tudi publika in tako izbere najboljšo predstavo po svoji oceni.	Mnenje publike je zelo pomembno, saj tudi ta sodeluje pri ocenjevanju in izbere svojega favorita med tekmovalnimi predstavami.	E		annotator_B	E		annotator_C				E	entailment
